Date,Name,Direction,Tonnage,Type
1860-03-14,Sarah Newton,Inbound,20.00,Schooner
1860-03-15,Glencoe,Inbound,222.00,Brig
1860-03-15,Amelia,Inbound,16.00,Schooner
1860-03-15,Colonist,Inbound,118.00,Schooner
1860-03-17,Eliza Anderson,Inbound,280.00,Steamer
1860-03-19,Lalla Rookh,Inbound,16.00,Schooner
1860-03-19,D. M. Hall,Inbound,266.00,Bark
1860-03-19,Leonesa,Inbound,230.00,Bark
1860-03-19,H. C. Page,Inbound,42.00,Schooner
1860-03-20,R. B. Potter,Inbound,60.00,Schooner
1860-03-20,Elizabeth,Inbound,16.00,Schooner
1860-03-20,Harriet,Inbound,16.00,Schooner
1860-03-27,Growler,Inbound,58.00,Schooner
1860-03-22,Kossuth,Inbound,47.00,Schooner
1860-03-23,Eliza Anderson,Inbound,279.00,Steamer
1860-03-24,Wanderer,Inbound,5.00,Sloop
1860-03-24,Leonede,Inbound,14.00,Sloop
1860-03-24,Amelia,Inbound,16.00,Schooner
1860-03-26,Harriet,Inbound,15.00,Schooner
1860-03-27,Lalla Rookh,Inbound,18.00,Schooner
1860-03-27,Wild Pigeon,Inbound,18.00,Schooner
1860-03-28,General Harney,Inbound,73.00,Schooner
1860-03-28,Brother Jonathan,Inbound,"1,359.00",Steamer
1860-03-28,Petrel,Inbound,13.00,Schooner
1860-03-28,Brother Jonathan,Inbound,"1,359.00",Steamer
1860-03-30,W. B. Scranton,Inbound,422.00,Barkentine
1860-03-30,W. B. Scranton,Inbound,422.00,Barkentine
1860-03-30,Eliza Anderson,Inbound,279.00,Steamer
1860-03-30,Flying Mist,Inbound,103.00,Schooner
1860-03-31,Kossuth,Inbound,47.00,Schooner
1860-04-02,Athelston,Inbound,338.00,Bark
1860-04-02,J. P. Evans,Inbound,6.00,Sloop
1860-04-02,H. C. Page,Inbound,42.00,Schooner
1860-04-02,Petrel,Inbound,13.00,Schooner
1860-04-02,Athelston,Inbound,338.00,Bark
1860-04-02,C. S. Kidder,Inbound,9.00,Schooner
1860-04-03,L. P. Foster,Inbound,3.00,Sloop
1860-04-06,Elizabeth,Inbound,16.00,Schooner
1860-04-06,Petrel,Inbound,13.00,Schooner
1860-04-06,Colonist,Inbound,118.00,Schooner
1860-04-06,Harriet,Inbound,16.00,Schooner
1860-04-06,Harriet,Inbound,16.00,Schooner
1860-04-06,Coquinbo,Inbound,671.00,Ship
1860-04-06,Panama,Inbound,"1,087.00",Steamer
1860-04-06,Panama,Inbound,"1,087.00",Steamer
1860-04-06,Growler,Inbound,58.00,Schooner
1860-04-07,Flying Mist,Inbound,103.00,Schooner
1860-04-09,Petrel,Inbound,13.00,Schooner
1860-04-10,Lalla Rookh,Inbound,18.00,Schooner
1860-04-13,Elizabeth,Inbound,16.00,Schooner
1860-04-13,Lizzie Roberts,Inbound,5.00,Schooner
1860-04-13,Lizzie Roberts,Inbound,5.00,Schooner
1860-04-13,Caroline,Inbound,32.00,Schooner
1860-04-13,W. D. Rice,Inbound,238.00,Schooner
1860-04-13,W. D. Rice,Inbound,283.00,Schooner
1860-04-13,Julia,Inbound,194.00,Steamer
1860-04-14,H. C. Page,Inbound,42.00,Schooner
1860-04-16,J. P. Evans,Inbound,5.00,Sloop
1860-04-16,J. C. Caswell,Inbound,5.00,Sloop
1860-04-16,Get Up and Get,Inbound,7.00,Schooner
1860-04-16,Harriet,Inbound,15.00,Schooner
1860-04-16,Petrel,Inbound,14.00,Schooner
1860-04-16,L. P. Foster,Inbound,5.00,Sloop
1860-04-19,Architect,Inbound,400.00,Bark
1860-04-19,Architect,Inbound,400.00,Bark
1860-04-19,Beaver,Inbound,109.00,Steamer
1860-04-19,Petrel,Inbound,14.00,Schooner
1860-04-19,R. B. Potter,Inbound,60.00,Schooner
1860-04-20,Harriet,Inbound,15.00,Schooner
1860-04-21,H. C. Page,Inbound,42.00,Schooner
1860-04-21,Wilson G. Hunt,Inbound,811.00,Steamer
1860-04-23,Panama,Inbound,"1,087.00",Steamer
1860-04-23,Panama,Inbound,"1,087.00",Steamer
1860-04-23,Growler,Inbound,58.00,Schooner
1860-04-23,Lalla Rookh,Inbound,18.00,Schooner
1860-04-23,Torrent,Inbound,641.00,Ship
1860-04-23,Petrel,Inbound,13.00,Schooner
1860-04-23,Otter,Inbound,144.00,Steamer
1860-04-23,Otter,Inbound,144.00,Steamer
1860-04-23,Lizzie Roberts,Inbound,5.00,Schooner
1860-04-25,Colonist,Inbound,118.00,Schooner
1860-04-26,Harriet,Inbound,15.00,Schooner
1860-04-26,Ork,Inbound,343.00,Bark
1860-04-26,Jenny Ford,Inbound,397.00,Barkentine
1860-04-26,J. C. Caswell,Inbound,6.00,Sloop
1860-04-28,Ann Perry,Inbound,348.00,Bark
1860-04-28,Beaver,Inbound,109.00,Steamer
1860-04-28,Eliza Anderson,Inbound,279.00,Steamer
1860-04-28,Wilson G. Hunt,Inbound,311.00,Steamer
1860-04-30,Leonede,Inbound,14.00,Sloop
1860-04-30,Elizabeth,Inbound,16.00,Schooner
1860-05-01,Petrel,Inbound,14.00,Schooner
1860-05-01,Aguila de la Andes,Inbound,482.00,Ship
1860-05-03,Shark,Inbound,5.00,Sloop
1860-05-03,General Harney,Inbound,73.00,Schooner
1860-05-03,Vickery,Inbound,241.00,Bark
1860-05-03,Eliza Anderson,Inbound,279.00,Steamer
1860-05-04,Lalla Rookh,Inbound,18.00,Schooner
1860-05-05,Sarah Newton,Inbound,20.00,Schooner
1860-05-05,Daniel Webster,Inbound,273.00,Bark
1860-05-05,Lizzie Roberts,Inbound,5.00,Schooner
1860-05-06,Little Giant,Inbound,6.00,Sloop
1860-05-07,Marie,Inbound,231.00,Bark
1860-05-07,Alpha,Inbound,58.00,Schooner
1860-05-07,Wilson G. Hunt,Inbound,311.00,Steamer
1860-05-07,Petrel,Inbound,14.00,Schooner
1860-05-07,Dashaway,Inbound,3.00,Sloop
1860-05-09,Rebecca,Inbound,52.00,Schooner
1860-05-10,Eliza Anderson,Inbound,279.00,Steamer
1860-05-10,Panama,Inbound,"1,087.00",Steamer
1860-05-11,Harriet,Inbound,15.00,Schooner
1860-05-11,Growler,Inbound,58.00,Schooner
1860-05-11,Wild Pigeon,Inbound,18.00,Schooner
1860-05-12,Colonist,Inbound,118.00,Schooner
1860-05-12,Leonede,Inbound,14.00,Sloop
1860-05-12,J. C. Caswell,Inbound,5.00,Sloop
1860-05-12,Wilson G. Hunt,Inbound,311.00,Steamer
1860-05-14,D. M. Hall,Inbound,263.00,Bark
1860-05-14,Kate Jennings,Inbound,6.00,Sloop
1860-05-14,Petrel,Inbound,13.00,Schooner
1860-05-14,Flying Mist,Inbound,103.00,Schooner
1860-05-14,Leonesa,Inbound,230.00,Bark
1860-05-15,Lalla Rookh,Inbound,18.00,Schooner
1860-05-15,Hayack,Inbound,481.00,Bark
1860-05-16,Royal Charlie,Inbound,19.00,Schooner
1860-05-16,Kossuth,Inbound,47.00,Schooner
1860-05-16,Auckland,Inbound,204.00,Bark
1860-05-16,Elizabeth,Inbound,16.00,Schooner
1860-05-17,Eliza Anderson,Inbound,279.00,Steamer
1860-05-17,J. C. Caswell,Inbound,6.00,Sloop
1860-05-18,Consort,Inbound,250.00,Brig
1860-05-18,Amelia,Inbound,16.00,Schooner
1860-05-18,Lizzie Roberts,Inbound,6.00,Schooner
1860-05-18,Rebecca,Inbound,53.00,Schooner
1860-05-19,Wild Pigeon,Inbound,18.00,Schooner
1860-05-19,Mary Ann,Inbound,42.00,Schooner
1860-05-19,Alpha,Inbound,58.00,Schooner
1860-05-19,Shooting Star,Inbound,65.00,Schooner
1860-05-19,Petrel,Inbound,13.00,Schooner
1860-05-19,Kate Jennings,Inbound,6.00,Sloop
1860-05-19,J. P. Evans,Inbound,6.00,Sloop
1860-05-21,C. S. Kidder,Inbound,9.00,Schooner
1860-05-21,Nahumkeag,Inbound,290.00,Bark
1860-05-21,Sarah Newton,Inbound,20.00,Schooner
1860-05-22,Beaver,Inbound,109.00,Steamer
1860-05-22,Lalla Rookh,Inbound,18.00,Schooner
1860-05-22,Petrel,Inbound,13.00,Schooner
1860-05-23,Beaver,Inbound,109.00,Steamer
1860-05-25,Panama,Inbound,"1,087.00",Steamer
1860-05-26,Little Giant,Inbound,6.00,Sloop
1860-05-26,Wild Pigeon,Inbound,18.00,Schooner
1860-05-26,Petrel,Inbound,13.00,Schooner
1860-05-26,W. S. Perkins,Inbound,309.00,Bark
1860-05-27,Caroline,Inbound,32.00,Schooner
1860-05-27,Lalla Rookh,Inbound,18.00,Schooner
1860-05-27,Simon F. Blunt,Inbound,84.00,Schooner
1860-05-28,General Harney,Inbound,71.00,Schooner
1860-05-28,Shooting Star,Inbound,65.00,Schooner
1860-05-24,Eliza Anderson,Inbound,279.00,Steamer
1860-05-26,Eliza Anderson,Inbound,279.00,Steamer
1860-05-30,Otter,Inbound,144.00,Steamer
1860-05-30,Petrel,Inbound,13.00,Schooner
1860-05-31,J. C. Caswell,Inbound,7.00,Sloop
1860-05-31,Get Up and Get,Inbound,7.00,Sloop
1860-05-31,W. B. Scranton,Inbound,422.00,Barkentine
1860-05-31,Sarah Newton,Inbound,20.00,Schooner
1860-05-31,Kossuth,Inbound,47.00,Schooner
1860-05-31,Eliza Anderson,Inbound,279.00,Steamer
1860-06-01,Flying Mist,Inbound,103.00,Schooner
1860-06-02,Colonist,Inbound,118.00,Schooner
1860-06-04,Amelia,Inbound,16.00,Schooner
1860-07-04,Colonel Ebey,Inbound,19.00,Schooner
1860-08-04,Rebecca,Inbound,53.00,Schooner
1860-09-05,R. B. Potter,Inbound,66.00,Schooner
1860-10-05,Mary Ann,Inbound,42.00,Schooner
1860-11-05,Wavelet,Inbound,299.00,Bark
1860-12-06,Wild Pigeon,Inbound,18.00,Schooner
1860-01-06,Lalla Rookh,Inbound,18.00,Schooner
1860-02-07,Shooting Star,Inbound,65.00,Schooner
1860-03-07,Panama,Inbound,"1,084.00",Steamer
1860-04-08,Eliza Anderson,Inbound,279.00,Steamer
1860-05-09,Armistice,Inbound,358.00,Bark
1860-06-09,General Harney,Inbound,71.00,Schooner
1860-07-11,Kossuth,Inbound,47.00,Schooner
1860-08-11,Petrel,Inbound,13.00,Schooner
1860-09-11,Greyhound,Inbound,3.00,Sloop
1860-10-11,Growler,Inbound,58.00,Schooner
1860-11-12,Leonede,Inbound,14.00,Sloop
1860-12-12,Petrel,Inbound,13.00,Schooner
1860-01-12,Lalla Rookh,Inbound,18.00,Schooner
1860-02-12,Sarah Newton,Inbound,19.00,Schooner
1860-03-14,Harriet,Inbound,15.00,Schooner
1860-04-14,Mary Ann,Inbound,41.00,Schooner
1860-05-15,Petrel,Inbound,13.00,Schooner
1860-06-15,Shooting Star,Inbound,65.00,Schooner
1860-07-15,Eliza Anderson,Inbound,279.00,Steamer
1860-08-16,D. L. Clinch,Inbound,166.00,Schooner
1860-09-16,Kossuth,Inbound,47.00,Schooner
1860-10-16,Caroline,Inbound,32.00,Schooner
1860-11-16,J. C. Caswell,Inbound,6.00,Sloop
1860-12-20,Francisco,Inbound,186.00,Brig
1860-01-20,J. C. Caswell,Inbound,6.00,Sloop
1860-02-20,Amelia,Inbound,16.00,Schooner
1860-03-20,Simon F. Blunt,Inbound,84.00,Schooner
1860-06-20,Colonist,Inbound,118.00,Schooner
1860-06-23,Petrel,Inbound,18.00,Schooner
1860-06-21,Lawson,Inbound,597.00,Ship
1860-06-21,Leonede,Inbound,14.00,Sloop
1860-06-22,J. C. Caswell,Inbound,6.00,Sloop
1860-06-22,Lalla Rookh,Inbound,18.00,Schooner
1860-06-22,Flying Mist,Inbound,103.00,Schooner
1860-06-22,P. J. Evans,Inbound,6.00,Sloop
1860-06-22,Panama,Inbound,"1,087.00",Steamer
1860-06-23,Lizzie Roberts,Inbound,5.00,Schooner
1860-06-25,Mary Ann,Inbound,41.00,Schooner
1860-06-25,General Harney,Inbound,71.00,Schooner
1860-06-25,R. B. Potter,Inbound,66.00,Schooner
1860-06-25,Kossuth,Inbound,47.00,Schooner
1860-06-26,Eliza Anderson,Inbound,279.00,Steamer
1860-06-26,Harriet,Inbound,15.00,Schooner
1860-06-26,J. C. Caswell,Inbound,6.00,Sloop
1860-06-26,W. D. Rice,Inbound,238.00,Brig
1860-06-26,C. S. Kidder,Inbound,9.00,Schooner
1860-06-26,Shooting Star,Inbound,65.00,Schooner
1860-06-26,Wild Pigeon,Inbound,18.00,Schooner
1860-06-27,Colonel Ebey,Inbound,19.00,Schooner
1860-06-28,J. C. Caswell,Inbound,6.00,Sloop
1860-06-28,H. L. Tibbals,Inbound,6.00,Sloop
1860-06-29,Somafs,Inbound,524.00,Ship
1860-06-29,J. C. Caswell,Inbound,6.00,Sloop
1860-06-29,Eliza Anderson,Inbound,279.00,Steamer
1860-07-30,Fanny,Inbound,6.00,Sloop
1860-07-02,H. L. Tibbals,Inbound,8.00,Sloop
1860-07-02,Franklin Sherman,Inbound,18.00,Sloop
1860-07-02,Petrel,Inbound,18.00,Schooner
1860-07-02,Kossuth,Inbound,47.00,Schooner
1860-07-02,Inannowa,Inbound,205.00,Bark
1860-07-02,Argonotte,Inbound,233.00,Brig
1860-07-03,Wilson G. Hunt,Inbound,311.00,Steamer
1860-07-03,Lalla Rookh,Inbound,18.00,Schooner
1860-07-03,Daniel Elliott,Inbound,592.00,Ship
1860-07-03,Shooting Star,Inbound,68.00,Schooner
1860-07-04,Leonede,Inbound,14.00,Sloop
1860-07-04,J. C. Caswell,Inbound,5.00,Sloop
1860-07-04,Petrel,Inbound,14.00,Schooner
1860-07-05,Vickery,Inbound,241.00,Bark
1860-07-05,Flying Mist,Inbound,103.00,Schooner
1860-07-06,Colonist,Inbound,118.00,Schooner
1860-07-07,Oregon,Inbound,"1,099.00",Steamer
1860-07-07,Growler,Inbound,58.00,Schooner
1860-07-07,P. J. Evans,Inbound,6.00,Sloop
1860-07-07,Eliza Anderson,Inbound,279.00,Steamer
1860-07-09,Jennet,Inbound,274.00,Bark
1860-07-09,Mary Ann,Inbound,41.00,Schooner
1860-07-09,H. L. Tibbals,Inbound,8.00,Sloop
1860-07-09,Restless,Inbound,7.00,Schooner
1860-07-09,Amelia,Inbound,16.00,Schooner
1860-07-09,Caroline,Inbound,32.00,Schooner
1860-07-10,Meg Merrilles,Inbound,52.00,Schooner
1860-07-10,Lizzie Roberts,Inbound,5.00,Schooner
1860-07-10,J. C. Caswell,Inbound,5.00,Sloop
1860-07-12,Midnight Cry,Inbound,5.00,Sloop
1860-07-12,Elizabeth,Inbound,18.00,Schooner
1860-07-12,Daniel Webster,Inbound,273.00,Bark
1860-07-13,Get Up and Get,Inbound,7.00,Sloop
1860-07-13,Rebecca,Inbound,52.00,Schooner
1860-07-13,Harriet,Inbound,15.00,Schooner
1860-07-13,J. C. Caswell,Inbound,5.00,Sloop
1860-07-13,Saucy Lass,Inbound,7.00,Schooner
1860-07-14,Colonel Ebey,Inbound,19.00,Schooner
1860-07-14,Eliza Anderson,Inbound,279.00,Steamer
1860-07-14,Venus,Inbound,5.00,Sloop
1860-07-16,Comet,Inbound,2.00,Sloop
1860-07-16,Shooting Star,Inbound,65.00,Schooner
1860-07-16,Lizzie Roberts,Inbound,5.00,Schooner
1860-07-16,P. J. Evans,Inbound,6.00,Schooner
1860-07-17,Manuella,Inbound,153.00,Brig
1860-07-17,Leonidas,Inbound,690.00,Ship
1860-07-17,Flying Mist,Inbound,103.00,Schooner
1860-07-17,H. L. Tibbals,Inbound,8.00,Sloop
1860-07-17,J. C. Caswell,Inbound,5.00,Sloop
1860-07-17,Lalla Rookh,Inbound,18.00,Schooner
1860-07-18,Wanderer,Inbound,5.00,Sloop
1860-07-18,Franklin Sherman,Inbound,18.00,Sloop
1860-07-18,Ann Perry,Inbound,348.00,Bark
1860-07-18,Rival,Inbound,230.00,Bark
1860-07-19,Vernon/Vernon,Inbound,310.00,Bark
1860-07-19,Saucy Lass,Inbound,7.00,Schooner
1860-07-19,Leonede,Inbound,14.00,Sloop
1860-07-19,Sarah Newton,Inbound,20.00,Schooner
1860-07-19,J. C. Caswell,Inbound,5.00,Sloop
1860-07-20,Victoria Packet,Inbound,18.00,Schooner
1860-07-20,Eliza Anderson,Inbound,279.00,Steamer
1860-07-21,Leonesa,Inbound,230.00,Bark
1860-07-21,H. L. Tibbals,Inbound,9.00,Sloop
1860-07-21,Amelia,Inbound,16.00,Schooner
1860-07-21,Langley,Inbound,18.00,Schooner
1860-07-21,Ella Florence,Inbound,171.00,Schooner
1860-07-23,Simon F. Blunt,Inbound,84.00,Schooner
1860-07-23,Oregon,Inbound,"1,092.00",Steamer
1860-07-25,Saucy Lass,Inbound,8.00,Schooner
1860-07-25,Constitution,Inbound,435.00,Barkentine
1860-07-26,Eliza Anderson,Inbound,279.00,Steamer
1860-07-27,Colonist,Inbound,118.00,Schooner
1860-07-27,Rebecca,Inbound,52.00,Schooner
1860-07-28,Mary Ann,Inbound,41.00,Schooner
1860-07-29,Lalla Rookh,Inbound,18.00,Schooner
1860-07-30,Ocean Wave,Inbound,5.00,Sloop
1860-07-30,Shark,Inbound,5.00,Sloop
1860-07-30,Wild Pigeon,Inbound,18.00,Schooner
1860-07-31,Kossuth,Inbound,47.00,Schooner
1860-07-31,Colonel Ebey,Inbound,19.00,Schooner
1860-07-31,Petrel,Inbound,13.00,Schooner
1860-08-01,Midnight Cry,Inbound,5.00,Sloop
1860-08-01,Northern Light,Inbound,14.00,Sloop
1860-08-01,Saucy Lass,Inbound,7.00,Schooner
1860-08-01,H. L. Tibbals,Inbound,8.00,Sloop
1860-08-02,Auckland,Inbound,216.00,Bark
1860-08-02,Eclipse,Inbound,305.00,Schooner
1860-08-02,Meg Merrilles,Inbound,58.00,Schooner
1860-08-03,H. L. Tibbals,Inbound,8.00,Sloop
1860-08-03,C. S. Kidder,Inbound,9.00,Schooner
1860-08-03,Leonede,Inbound,14.00,Sloop
1860-08-03,Harriet,Inbound,16.00,Schooner
1860-08-03,General Harney,Inbound,71.00,Schooner
1860-08-03,Petrel,Inbound,13.00,Schooner
1860-08-03,Caroline,Inbound,32.00,Schooner
1860-08-04,Sarah Newton,Inbound,20.00,Schooner
1860-08-06,P. J. Evans,Inbound,6.00,Sloop
1860-08-06,Petrel,Inbound,14.00,Schooner
1860-08-06,Ork,Inbound,250.00,Bark
1860-08-08,J. C. Caswell,Inbound,5.00,Sloop
1860-08-08,Kossuth,Inbound,47.00,Schooner
1860-08-08,Sea Nymph,Inbound,516.00,Bark
1860-08-08,Lizzie Roberts,Inbound,5.00,Schooner
1860-08-08,Eliza Anderson,Inbound,279.00,Steamer
1860-08-08,Oregon,Inbound,"1,099.00",Steamer
1860-08-10,Rebecca,Inbound,52.00,Schooner
1860-08-10,Petrel,Inbound,10.00,Schooner
1860-08-10,Lalla Rookh,Inbound,18.00,Schooner
1860-08-10,Saucy Lass,Inbound,7.00,Schooner
1860-08-10,L. P. Foster,Inbound,193.00,Schooner
1860-08-10,J. C. Caswell,Inbound,5.00,Sloop
1860-08-10,Ocean Wave,Inbound,5.00,Sloop
1860-08-11,Victoria Packet,Inbound,18.00,Schooner
1860-08-13,Mary Ann,Inbound,41.00,Schooner
1860-08-13,Get Up and Get,Inbound,7.00,Sloop
1860-08-15,Franklin Sherman,Inbound,18.00,Sloop
1860-08-15,Eliza Anderson ,Inbound,279.00,Steamer
1860-08-15,Harriet,Inbound,16.00,Schooner
1860-08-16,General Harney,Inbound,71.00,Schooner
1860-08-17,Langley ,Inbound,18.00,Schooner
1860-08-17,Amelia,Inbound,16.00,Schooner
1860-08-18,Saucy Lass,Inbound,7.00,Schooner
1860-08-20,Petrel,Inbound,13.00,Schooner
1860-08-20,Wavelet,Inbound,299.00,Bark
1860-08-20,W. B. Scranton,Inbound,422.00,Barkentine
1860-08-22,Elizabeth,Inbound,15.00,Schooner
1860-08-22,J. C. Caswell,Inbound,5.00,Sloop
1860-08-22,Nonpareil,Inbound,9.00,Schooner
1860-08-22,Cadbon / Canton?,Inbound,58.00,Schooner
1860-08-22,Eliza Anderson ,Inbound,279.00,Steamer
1860-08-22,H. C. Page,Inbound,42.00,Schooner
1860-08-23,Lizzie Roberts,Inbound,5.00,Schooner
1860-08-24,Leonede,Inbound,14.00,Sloop
1860-08-24,Amelia,Inbound,16.00,Schooner
1860-08-24,Cortez,Inbound,"1,117.00",Steamer
1860-08-24,Harriet,Inbound,15.00,Schooner
1860-08-24,Caroline,Inbound,32.00,Schooner
1860-08-24,Petrel,Inbound,13.00,Schooner
1860-08-25,D. L. Clinch,Inbound,,Schooner
1860-08-27,Kossuth,Inbound,47.00,Schooner
1860-08-27,J. C. Caswell,Inbound,5.00,Sloop
1860-08-29,Colonist,Inbound,118.00,Schooner
1860-08-29,H. L. Tibbals,Inbound,8.00,Sloop
1860-08-29,Saucy Lass,Inbound,7.00,Schooner
1860-08-29,Rebecca,Inbound,52.00,Schooner
1860-08-29,Eliza Anderson,Inbound,279.00,Steamer
1860-09-01,W. D. Rice,Inbound,238.00,Brig
1860-09-01,Ravensdale,Inbound,602.00,Ship
1860-09-01,J. C. Caswell,Inbound,5.00,Sloop
1860-09-01,H. C. Page,Inbound,42.00,Schooner
1860-09-01,Adelaid Cooper,Inbound,395.00,Bark
1860-09-03,Sarah Newton,Inbound,20.00,Schooner
1860-09-03,Pacific,Inbound,"1,003.00",Steamer
1860-09-03,Kossuth,Inbound,47.00,Schooner
1860-09-03,Petrel,Inbound,13.00,Schooner
1860-09-03,Harriet,Inbound,15.00,Schooner
1860-09-04,Leonede,Inbound,14.00,Sloop
1860-09-04,Amelia,Inbound,16.00,Schooner
1860-09-04,H. L. Tibbals,Inbound,8.00,Sloop
1860-09-04,Rebecca,Inbound,52.00,Schooner
1860-09-04,Lizzie Roberts,Inbound,5.00,Schooner
1860-09-06,Eliza Anderson,Inbound,279.00,Steamer
1860-09-06,C. S. Kidder,Inbound,9.00,Schooner
1860-09-06,Growler,Inbound,60.00,Schooner
1860-09-07,Flying Mist,Inbound,103.00,Schooner
1860-09-08,Leonede,Inbound,14.00,Sloop
1860-09-10,Dashaway,Inbound,3.00,Sloop
1860-09-10,General Harney,Inbound,71.00,Schooner
1860-09-10,Kossuth,Inbound,47.00,Schooner
1860-09-10,Midnight Cry,Inbound,5.00,Sloop
1860-09-10,Amelia,Inbound,16.00,Schooner
1860-09-11,Mary Ann,Inbound,41.00,Schooner
1860-09-12,Eliza Anderson,Inbound,279.00,Steamer
1860-09-12,J. C. Caswell,Inbound,5.00,Sloop
1860-09-13,H. C. Page,Inbound,42.00,Schooner
1860-09-13,Leonede,Inbound,14.00,Sloop
1860-09-14,H. L. Tibbals,Inbound,8.00,Sloop
1860-09-14,Rebecca,Inbound,32.00,Schooner
1860-09-14,Grecian,Inbound,334.00,Bark
1860-09-14,P. J. Evans,Inbound,5.00,Sloop
1860-09-15,Caroline,Inbound,32.00,Schooner
1860-09-17,Architect,Inbound,399.00,Bark
1860-09-17,Harriet,Inbound,15.00,Schooner
1860-09-17,Franklin Sherman,Inbound,17.00,Sloop
1860-09-17,Cortez,Inbound,"1,117.00",Steamer
1860-09-17,Ocean Wave,Inbound,5.00,Sloop
1860-09-17,Leonede,Inbound,14.00,Sloop
1860-09-17,Colonist,Inbound,118.00,Schooner
1860-09-17,Otter,Inbound,144.00,Steamer
1860-09-17,Meg Merriles ,Inbound,52.00,Schooner
1860-09-18,Rob Roy,Inbound,43.00,Schooner
1860-09-18,Amelia,Inbound,15.00,Schooner
1860-09-18,Saucy Lass,Inbound,6.00,Schooner
1860-09-19,J. C. Caswell,Inbound,5.00,Sloop
1860-09-19,Wild Pigeon,Inbound,14.00,Schooner
1860-09-19,Eliza Anderson,Inbound,279.00,Steamer
1860-09-20,Colonel Ebey,Inbound,19.00,Schooner
1860-09-20,Lizzie Roberts,Inbound,6.00,Schooner
1860-09-21,Jenny Ford,Inbound,397.00,Barkentine
1860-09-21,H. L. Tibbals,Inbound,8.00,Sloop
1860-09-22,Sarah Newton,Inbound,20.00,Schooner
1860-09-22,Leonesa,Inbound,230.00,Bark
1860-09-24,Leonede,Inbound,14.00,Sloop
1860-09-24,Eagle,Inbound,10.00,Sloop
1860-09-25,General Harney,Inbound,71.00,Schooner
1860-09-25,J. C. Caswell,Inbound,5.00,Sloop
1860-09-26,Amelia,Inbound,16.00,Schooner
1860-09-27,Eliza Anderson,Inbound,279.00,Steamer
1860-09-27,Kossuth,Inbound,27.00,Schooner
1860-09-27,Lalla Rookh,Inbound,18.00,Schooner
1860-09-27,Vickery,Inbound,241.00,Bark
1860-09-27,Eliza Anderson,Inbound,279.00,Steamer
1860-09-28,Caroline,Inbound,32.00,Schooner
1860-09-29,H. L. Tibbals,Inbound,9.00,Sloop
1860-09-29,Sea Nymph,Inbound,256.00,Bark
1860-09-29,Restless,Inbound,7.00,Schooner
1860-09-29,Rebecca,Inbound,52.00,Schooner
1860-10-01,Ann Perry,Inbound,348.00,Bark
1860-10-01,Leonede,Inbound,14.00,Sloop
1860-10-02,Jennet,Inbound,247.00,Bark
1860-10-03,Ocean Wave,Inbound,5.00,Sloop
1860-10-04,Kossuth,Inbound,47.00,Schooner
1860-10-04,Eliza Anderson,Inbound,279.00,Steamer
1860-10-04,Harriet,Inbound,15.00,Schooner
1860-10-04,Constitution,Inbound,435.00,Bark
1860-10-05,Northern Light,Inbound,14.00,Sloop
1860-10-05,Midnight Cry,Inbound,5.00,Sloop
1860-10-05,Eagle,Inbound,111.00,Sloop
1860-10-08,Brother Jonathan,Inbound,"1,359.00",Steamer
1860-10-09,C. S. Kidder,Inbound,9.00,Schooner
1860-10-09,Petrel,Inbound,14.00,Schooner
1860-10-09,Lalla Rookh,Inbound,18.00,Schooner
1860-10-09,Flying Mist,Inbound,103.00,Schooner
1860-10-10,Rebecca,Inbound,52.00,Schooner
1860-10-10,Restless,Inbound,7.00,Schooner
1860-10-10,General Harney,Inbound,74.00,Schooner
1860-10-11,Eliza Anderson,Inbound,279.00,Steamer
1860-10-11,Crimea,Inbound,287.00,Brig
1860-10-12,Harriet,Inbound,15.00,Schooner
1860-10-12,Florentia/Florentin,Inbound,"1,311.00",Brig
1860-10-12,Eagle,Inbound,111.00,Sloop
1860-10-13,Kossuth,Inbound,47.00,Schooner
1860-10-15,Ork,Inbound,243.00,Bark
1860-10-10,Colonist,Inbound,118.00,Schooner
1860-10-17,Eliza Anderson,Inbound,279.00,Steamer
1860-10-18,Rob Roy,Inbound,33.00,Schooner
1860-10-20,W. B. Scranton,Inbound,422.00,Barkentine
1860-10-20,L. P. Foster,Inbound,193.00,Schooner
1860-10-20,Petrel,Inbound,13.00,Schooner
1860-10-20,Lalla Rookh,Inbound,18.00,Schooner
1860-10-21,Eagle,Inbound,10.00,Sloop
1860-10-22,Rebecca,Inbound,52.00,Schooner
1860-10-22,Morning Star,Inbound,37.00,Schooner
1860-10-23,H. C. Page,Inbound,42.00,Schooner
1860-10-23,Amelia,Inbound,16.00,Schooner
1860-10-24,Lizzie Roberts,Inbound,5.00,Schooner
1860-10-25,H. L. Tibbals,Inbound,9.00,Sloop
1860-10-25,Growler,Inbound,58.00,Schooner
1860-10-25,Eagle,Inbound,10.00,Sloop
1860-10-25,D. L. Clinch,Inbound,166.00,Schooner
1860-10-26,Oregon,Inbound,"1,099.00",Steamer
1860-10-26,Eliza Anderson,Inbound,279.00,Steamer
1860-10-26,Sarah Newton,Inbound,20.00,Schooner
1860-10-27,Kossuth,Inbound,47.00,Schooner
1860-10-29,P. J. Evans,Inbound,5.00,Sloop
1860-10-29,General Harney,Inbound,74.00,Schooner
1860-10-29,Narramissic,Inbound,299.00,Bark
1860-10-30,Lalla Rookh,Inbound,18.00,Schooner
